hits,quarter,term,year
216,1,(women*) AND equalism,1984
250,2,(women*) AND equalism,1984
265,3,(women*) AND equalism,1984
225,4,(women*) AND equalism,1984
187,1,(women*) AND equalism,1985
175,2,(women*) AND equalism,1985
169,3,(women*) AND equalism,1985
164,4,(women*) AND equalism,1985
158,1,(women*) AND equalism,1986
171,2,(women*) AND equalism,1986
154,3,(women*) AND equalism,1986
177,4,(women*) AND equalism,1986
154,1,(women*) AND equalism,1987
181,2,(women*) AND equalism,1987
185,3,(women*) AND equalism,1987
153,4,(women*) AND equalism,1987
171,1,(women*) AND equalism,1988
143,2,(women*) AND equalism,1988
185,3,(women*) AND equalism,1988
184,4,(women*) AND equalism,1988
167,1,(women*) AND equalism,1989
176,2,(women*) AND equalism,1989
157,3,(women*) AND equalism,1989
148,4,(women*) AND equalism,1989
154,1,(women*) AND equalism,1990
168,2,(women*) AND equalism,1990
173,3,(women*) AND equalism,1990
184,4,(women*) AND equalism,1990
146,1,(women*) AND equalism,1991
185,2,(women*) AND equalism,1991
179,3,(women*) AND equalism,1991
229,4,(women*) AND equalism,1991
173,1,(women*) AND equalism,1992
160,2,(women*) AND equalism,1992
192,3,(women*) AND equalism,1992
203,4,(women*) AND equalism,1992
183,1,(women*) AND equalism,1993
191,2,(women*) AND equalism,1993
157,3,(women*) AND equalism,1993
172,4,(women*) AND equalism,1993
165,1,(women*) AND equalism,1994
182,2,(women*) AND equalism,1994
170,3,(women*) AND equalism,1994
159,4,(women*) AND equalism,1994
171,1,(women*) AND equalism,1995
182,2,(women*) AND equalism,1995
193,3,(women*) AND equalism,1995
166,4,(women*) AND equalism,1995
145,1,(women*) AND equalism,1996
162,2,(women*) AND equalism,1996
178,3,(women*) AND equalism,1996
172,4,(women*) AND equalism,1996
160,1,(women*) AND equalism,1997
174,2,(women*) AND equalism,1997
149,3,(women*) AND equalism,1997
168,4,(women*) AND equalism,1997
186,1,(women*) AND equalism,1998
167,2,(women*) AND equalism,1998
139,3,(women*) AND equalism,1998
159,4,(women*) AND equalism,1998
154,1,(women*) AND equalism,1999
177,2,(women*) AND equalism,1999
179,3,(women*) AND equalism,1999
182,4,(women*) AND equalism,1999
194,1,(women*) AND equalism,2000
185,2,(women*) AND equalism,2000
222,3,(women*) AND equalism,2000
201,4,(women*) AND equalism,2000
202,1,(women*) AND equalism,2001
173,2,(women*) AND equalism,2001
181,3,(women*) AND equalism,2001
200,4,(women*) AND equalism,2001
206,1,(women*) AND equalism,2002
205,2,(women*) AND equalism,2002
171,3,(women*) AND equalism,2002
212,4,(women*) AND equalism,2002
192,1,(women*) AND equalism,2003
189,2,(women*) AND equalism,2003
178,3,(women*) AND equalism,2003
154,4,(women*) AND equalism,2003
197,1,(women*) AND equalism,2004
181,2,(women*) AND equalism,2004
173,3,(women*) AND equalism,2004
189,4,(women*) AND equalism,2004
210,1,(women*) AND equalism,2005
214,2,(women*) AND equalism,2005
235,3,(women*) AND equalism,2005
210,4,(women*) AND equalism,2005
263,1,(women*) AND equalism,2006
268,2,(women*) AND equalism,2006
369,3,(women*) AND equalism,2006
412,4,(women*) AND equalism,2006
186,1,(women*) AND equalism,2007
218,2,(women*) AND equalism,2007
212,3,(women*) AND equalism,2007
186,4,(women*) AND equalism,2007
261,1,(women*) AND equalism,2008
262,2,(women*) AND equalism,2008
297,3,(women*) AND equalism,2008
257,4,(women*) AND equalism,2008
245,1,(women*) AND equalism,2009
282,2,(women*) AND equalism,2009
231,3,(women*) AND equalism,2009
235,4,(women*) AND equalism,2009
188,1,(women*) AND equalism,2010
166,2,(women*) AND equalism,2010
207,3,(women*) AND equalism,2010
165,4,(women*) AND equalism,2010
163,1,(women*) AND equalism,2011
155,2,(women*) AND equalism,2011
168,3,(women*) AND equalism,2011
170,4,(women*) AND equalism,2011
188,1,(women*) AND equalism,2012
204,2,(women*) AND equalism,2012
173,3,(women*) AND equalism,2012
209,4,(women*) AND equalism,2012
235,1,(women*) AND equalism,2013
213,2,(women*) AND equalism,2013
174,3,(women*) AND equalism,2013
169,4,(women*) AND equalism,2013
204,1,(women*) AND equalism,2014
191,2,(women*) AND equalism,2014
164,3,(women*) AND equalism,2014
202,4,(women*) AND equalism,2014
202,1,(women*) AND equalism,2015
244,2,(women*) AND equalism,2015
209,3,(women*) AND equalism,2015
215,4,(women*) AND equalism,2015
235,1,(women*) AND equalism,2016
216,2,(women*) AND equalism,2016
219,3,(women*) AND equalism,2016
230,4,(women*) AND equalism,2016
220,1,(women*) AND equalism,2017
205,2,(women*) AND equalism,2017
214,3,(women*) AND equalism,2017
227,4,(women*) AND equalism,2017
283,1,(women*) AND equalism,2018
274,2,(women*) AND equalism,2018
266,3,(women*) AND equalism,2018
247,4,(women*) AND equalism,2018
261,1,(women*) AND equalism,2019
297,2,(women*) AND equalism,2019
239,3,(women*) AND equalism,2019
228,4,(women*) AND equalism,2019
