hits,quarter,term,year
8,4,(women*) AND women's lib*,1919
8,1,(women*) AND women's lib*,1920
9,2,(women*) AND women's lib*,1920
4,3,(women*) AND women's lib*,1920
9,4,(women*) AND women's lib*,1920
9,1,(women*) AND women's lib*,1921
4,2,(women*) AND women's lib*,1921
5,3,(women*) AND women's lib*,1921
11,4,(women*) AND women's lib*,1921
10,1,(women*) AND women's lib*,1922
7,2,(women*) AND women's lib*,1922
9,3,(women*) AND women's lib*,1922
3,4,(women*) AND women's lib*,1922
7,1,(women*) AND women's lib*,1923
5,2,(women*) AND women's lib*,1923
1,3,(women*) AND women's lib*,1923
3,4,(women*) AND women's lib*,1923
16,1,(women*) AND women's lib*,1924
13,2,(women*) AND women's lib*,1924
11,3,(women*) AND women's lib*,1924
15,4,(women*) AND women's lib*,1924
12,1,(women*) AND women's lib*,1925
11,2,(women*) AND women's lib*,1925
4,3,(women*) AND women's lib*,1925
8,4,(women*) AND women's lib*,1925
13,1,(women*) AND women's lib*,1926
13,2,(women*) AND women's lib*,1926
8,3,(women*) AND women's lib*,1926
9,4,(women*) AND women's lib*,1926
17,1,(women*) AND women's lib*,1927
7,2,(women*) AND women's lib*,1927
5,3,(women*) AND women's lib*,1927
9,4,(women*) AND women's lib*,1927
17,1,(women*) AND women's lib*,1928
11,2,(women*) AND women's lib*,1928
13,3,(women*) AND women's lib*,1928
9,4,(women*) AND women's lib*,1928
11,1,(women*) AND women's lib*,1929
18,2,(women*) AND women's lib*,1929
8,3,(women*) AND women's lib*,1929
13,4,(women*) AND women's lib*,1929
15,1,(women*) AND women's lib*,1930
10,2,(women*) AND women's lib*,1930
12,3,(women*) AND women's lib*,1930
5,4,(women*) AND women's lib*,1930
9,1,(women*) AND women's lib*,1931
9,2,(women*) AND women's lib*,1931
4,3,(women*) AND women's lib*,1931
4,4,(women*) AND women's lib*,1931
0,1,(women*) AND women's lib*,1932
0,2,(women*) AND women's lib*,1932
0,3,(women*) AND women's lib*,1932
1,4,(women*) AND women's lib*,1932
5,1,(women*) AND women's lib*,1933
5,2,(women*) AND women's lib*,1933
2,3,(women*) AND women's lib*,1933
6,4,(women*) AND women's lib*,1933
5,1,(women*) AND women's lib*,1934
5,2,(women*) AND women's lib*,1934
7,3,(women*) AND women's lib*,1934
4,4,(women*) AND women's lib*,1934
5,1,(women*) AND women's lib*,1935
5,2,(women*) AND women's lib*,1935
3,3,(women*) AND women's lib*,1935
6,4,(women*) AND women's lib*,1935
2,1,(women*) AND women's lib*,1936
6,2,(women*) AND women's lib*,1936
6,3,(women*) AND women's lib*,1936
4,4,(women*) AND women's lib*,1936
8,1,(women*) AND women's lib*,1937
7,2,(women*) AND women's lib*,1937
8,3,(women*) AND women's lib*,1937
5,4,(women*) AND women's lib*,1937
6,1,(women*) AND women's lib*,1938
8,2,(women*) AND women's lib*,1938
8,3,(women*) AND women's lib*,1938
6,4,(women*) AND women's lib*,1938
4,1,(women*) AND women's lib*,1939
4,2,(women*) AND women's lib*,1939
5,3,(women*) AND women's lib*,1939
3,4,(women*) AND women's lib*,1939
5,1,(women*) AND women's lib*,1940
9,2,(women*) AND women's lib*,1940
10,3,(women*) AND women's lib*,1940
5,4,(women*) AND women's lib*,1940
5,1,(women*) AND women's lib*,1941
6,2,(women*) AND women's lib*,1941
0,3,(women*) AND women's lib*,1941
5,4,(women*) AND women's lib*,1941
5,1,(women*) AND women's lib*,1942
2,2,(women*) AND women's lib*,1942
3,3,(women*) AND women's lib*,1942
5,4,(women*) AND women's lib*,1942
5,1,(women*) AND women's lib*,1943
5,2,(women*) AND women's lib*,1943
6,3,(women*) AND women's lib*,1943
3,4,(women*) AND women's lib*,1943
1,1,(women*) AND women's lib*,1944
3,2,(women*) AND women's lib*,1944
3,3,(women*) AND women's lib*,1944
3,4,(women*) AND women's lib*,1944
56,1,(women*) AND women's lib*,1945
54,2,(women*) AND women's lib*,1945
50,3,(women*) AND women's lib*,1945
53,4,(women*) AND women's lib*,1945
35,1,(women*) AND women's lib*,1946
36,2,(women*) AND women's lib*,1946
28,3,(women*) AND women's lib*,1946
11,4,(women*) AND women's lib*,1946
3,1,(women*) AND women's lib*,1947
2,2,(women*) AND women's lib*,1947
1,3,(women*) AND women's lib*,1947
1,4,(women*) AND women's lib*,1947
2,1,(women*) AND women's lib*,1948
4,2,(women*) AND women's lib*,1948
5,3,(women*) AND women's lib*,1948
8,4,(women*) AND women's lib*,1948
2,1,(women*) AND women's lib*,1949
1,2,(women*) AND women's lib*,1949
4,3,(women*) AND women's lib*,1949
16,4,(women*) AND women's lib*,1949
4,1,(women*) AND women's lib*,1950
3,2,(women*) AND women's lib*,1950
3,3,(women*) AND women's lib*,1950
6,4,(women*) AND women's lib*,1950
4,1,(women*) AND women's lib*,1951
2,2,(women*) AND women's lib*,1951
2,3,(women*) AND women's lib*,1951
2,4,(women*) AND women's lib*,1951
5,1,(women*) AND women's lib*,1952
4,2,(women*) AND women's lib*,1952
4,3,(women*) AND women's lib*,1952
6,4,(women*) AND women's lib*,1952
6,1,(women*) AND women's lib*,1953
3,2,(women*) AND women's lib*,1953
4,3,(women*) AND women's lib*,1953
11,4,(women*) AND women's lib*,1953
4,1,(women*) AND women's lib*,1954
3,2,(women*) AND women's lib*,1954
2,3,(women*) AND women's lib*,1954
5,4,(women*) AND women's lib*,1954
0,1,(women*) AND women's lib*,1955
3,2,(women*) AND women's lib*,1955
8,3,(women*) AND women's lib*,1955
4,4,(women*) AND women's lib*,1955
3,1,(women*) AND women's lib*,1956
2,2,(women*) AND women's lib*,1956
3,3,(women*) AND women's lib*,1956
6,4,(women*) AND women's lib*,1956
4,1,(women*) AND women's lib*,1957
8,2,(women*) AND women's lib*,1957
3,3,(women*) AND women's lib*,1957
2,4,(women*) AND women's lib*,1957
6,1,(women*) AND women's lib*,1958
4,2,(women*) AND women's lib*,1958
0,3,(women*) AND women's lib*,1958
9,4,(women*) AND women's lib*,1958
2,1,(women*) AND women's lib*,1959
4,2,(women*) AND women's lib*,1959
8,3,(women*) AND women's lib*,1959
5,4,(women*) AND women's lib*,1959
1,1,(women*) AND women's lib*,1960
6,2,(women*) AND women's lib*,1960
3,3,(women*) AND women's lib*,1960
6,4,(women*) AND women's lib*,1960
7,1,(women*) AND women's lib*,1961
7,2,(women*) AND women's lib*,1961
5,3,(women*) AND women's lib*,1961
7,4,(women*) AND women's lib*,1961
7,1,(women*) AND women's lib*,1962
5,2,(women*) AND women's lib*,1962
4,3,(women*) AND women's lib*,1962
4,4,(women*) AND women's lib*,1962
0,1,(women*) AND women's lib*,1963
7,2,(women*) AND women's lib*,1963
2,3,(women*) AND women's lib*,1963
7,4,(women*) AND women's lib*,1963
25,1,(women*) AND women's lib*,1964
26,2,(women*) AND women's lib*,1964
19,3,(women*) AND women's lib*,1964
32,4,(women*) AND women's lib*,1964
6,1,(women*) AND women's lib*,1965
13,2,(women*) AND women's lib*,1965
8,3,(women*) AND women's lib*,1965
7,4,(women*) AND women's lib*,1965
6,1,(women*) AND women's lib*,1966
9,2,(women*) AND women's lib*,1966
4,3,(women*) AND women's lib*,1966
5,4,(women*) AND women's lib*,1966
5,1,(women*) AND women's lib*,1967
2,2,(women*) AND women's lib*,1967
5,3,(women*) AND women's lib*,1967
9,4,(women*) AND women's lib*,1967
5,1,(women*) AND women's lib*,1968
10,2,(women*) AND women's lib*,1968
9,3,(women*) AND women's lib*,1968
10,4,(women*) AND women's lib*,1968
10,1,(women*) AND women's lib*,1969
7,2,(women*) AND women's lib*,1969
9,3,(women*) AND women's lib*,1969
7,4,(women*) AND women's lib*,1969
80,1,(women*) AND women's lib*,1970
113,2,(women*) AND women's lib*,1970
162,3,(women*) AND women's lib*,1970
154,4,(women*) AND women's lib*,1970
143,1,(women*) AND women's lib*,1971
146,2,(women*) AND women's lib*,1971
105,3,(women*) AND women's lib*,1971
112,4,(women*) AND women's lib*,1971
115,1,(women*) AND women's lib*,1972
104,2,(women*) AND women's lib*,1972
130,3,(women*) AND women's lib*,1972
147,4,(women*) AND women's lib*,1972
98,1,(women*) AND women's lib*,1973
108,2,(women*) AND women's lib*,1973
98,3,(women*) AND women's lib*,1973
89,4,(women*) AND women's lib*,1973
66,1,(women*) AND women's lib*,1974
72,2,(women*) AND women's lib*,1974
57,3,(women*) AND women's lib*,1974
62,4,(women*) AND women's lib*,1974
72,1,(women*) AND women's lib*,1975
82,2,(women*) AND women's lib*,1975
52,3,(women*) AND women's lib*,1975
79,4,(women*) AND women's lib*,1975
53,1,(women*) AND women's lib*,1976
61,2,(women*) AND women's lib*,1976
80,3,(women*) AND women's lib*,1976
94,4,(women*) AND women's lib*,1976
67,1,(women*) AND women's lib*,1977
118,2,(women*) AND women's lib*,1977
101,3,(women*) AND women's lib*,1977
117,4,(women*) AND women's lib*,1977
131,1,(women*) AND women's lib*,1978
121,2,(women*) AND women's lib*,1978
50,3,(women*) AND women's lib*,1978
61,4,(women*) AND women's lib*,1978
97,1,(women*) AND women's lib*,1979
120,2,(women*) AND women's lib*,1979
90,3,(women*) AND women's lib*,1979
90,4,(women*) AND women's lib*,1979
13,1,(women*) AND women's lib*,1980
9,2,(women*) AND women's lib*,1980
15,3,(women*) AND women's lib*,1980
7,4,(women*) AND women's lib*,1980
45,1,(women*) AND women's lib*,1981
44,2,(women*) AND women's lib*,1981
48,3,(women*) AND women's lib*,1981
42,4,(women*) AND women's lib*,1981
42,1,(women*) AND women's lib*,1982
37,2,(women*) AND women's lib*,1982
36,3,(women*) AND women's lib*,1982
40,4,(women*) AND women's lib*,1982
33,1,(women*) AND women's lib*,1983
44,2,(women*) AND women's lib*,1983
25,3,(women*) AND women's lib*,1983
44,4,(women*) AND women's lib*,1983
33,1,(women*) AND women's lib*,1984
31,2,(women*) AND women's lib*,1984
49,3,(women*) AND women's lib*,1984
47,4,(women*) AND women's lib*,1984
38,1,(women*) AND women's lib*,1985
39,2,(women*) AND women's lib*,1985
47,3,(women*) AND women's lib*,1985
32,4,(women*) AND women's lib*,1985
30,1,(women*) AND women's lib*,1986
38,2,(women*) AND women's lib*,1986
34,3,(women*) AND women's lib*,1986
42,4,(women*) AND women's lib*,1986
41,1,(women*) AND women's lib*,1987
43,2,(women*) AND women's lib*,1987
31,3,(women*) AND women's lib*,1987
34,4,(women*) AND women's lib*,1987
51,1,(women*) AND women's lib*,1988
34,2,(women*) AND women's lib*,1988
30,3,(women*) AND women's lib*,1988
46,4,(women*) AND women's lib*,1988
53,1,(women*) AND women's lib*,1989
47,2,(women*) AND women's lib*,1989
46,3,(women*) AND women's lib*,1989
29,4,(women*) AND women's lib*,1989
40,1,(women*) AND women's lib*,1990
54,2,(women*) AND women's lib*,1990
44,3,(women*) AND women's lib*,1990
43,4,(women*) AND women's lib*,1990
31,1,(women*) AND women's lib*,1991
54,2,(women*) AND women's lib*,1991
48,3,(women*) AND women's lib*,1991
41,4,(women*) AND women's lib*,1991
44,1,(women*) AND women's lib*,1992
61,2,(women*) AND women's lib*,1992
51,3,(women*) AND women's lib*,1992
57,4,(women*) AND women's lib*,1992
47,1,(women*) AND women's lib*,1993
44,2,(women*) AND women's lib*,1993
47,3,(women*) AND women's lib*,1993
38,4,(women*) AND women's lib*,1993
46,1,(women*) AND women's lib*,1994
49,2,(women*) AND women's lib*,1994
51,3,(women*) AND women's lib*,1994
47,4,(women*) AND women's lib*,1994
58,1,(women*) AND women's lib*,1995
70,2,(women*) AND women's lib*,1995
62,3,(women*) AND women's lib*,1995
62,4,(women*) AND women's lib*,1995
64,1,(women*) AND women's lib*,1996
64,2,(women*) AND women's lib*,1996
68,3,(women*) AND women's lib*,1996
35,4,(women*) AND women's lib*,1996
60,1,(women*) AND women's lib*,1997
66,2,(women*) AND women's lib*,1997
62,3,(women*) AND women's lib*,1997
48,4,(women*) AND women's lib*,1997
70,1,(women*) AND women's lib*,1998
75,2,(women*) AND women's lib*,1998
70,3,(women*) AND women's lib*,1998
80,4,(women*) AND women's lib*,1998
66,1,(women*) AND women's lib*,1999
82,2,(women*) AND women's lib*,1999
69,3,(women*) AND women's lib*,1999
72,4,(women*) AND women's lib*,1999
62,1,(women*) AND women's lib*,2000
97,2,(women*) AND women's lib*,2000
99,3,(women*) AND women's lib*,2000
81,4,(women*) AND women's lib*,2000
99,1,(women*) AND women's lib*,2001
91,2,(women*) AND women's lib*,2001
110,3,(women*) AND women's lib*,2001
97,4,(women*) AND women's lib*,2001
90,1,(women*) AND women's lib*,2002
103,2,(women*) AND women's lib*,2002
90,3,(women*) AND women's lib*,2002
91,4,(women*) AND women's lib*,2002
134,1,(women*) AND women's lib*,2003
74,2,(women*) AND women's lib*,2003
90,3,(women*) AND women's lib*,2003
124,4,(women*) AND women's lib*,2003
106,1,(women*) AND women's lib*,2004
73,2,(women*) AND women's lib*,2004
90,3,(women*) AND women's lib*,2004
90,4,(women*) AND women's lib*,2004
95,1,(women*) AND women's lib*,2005
91,2,(women*) AND women's lib*,2005
101,3,(women*) AND women's lib*,2005
110,4,(women*) AND women's lib*,2005
152,1,(women*) AND women's lib*,2006
179,2,(women*) AND women's lib*,2006
197,3,(women*) AND women's lib*,2006
207,4,(women*) AND women's lib*,2006
111,1,(women*) AND women's lib*,2007
145,2,(women*) AND women's lib*,2007
124,3,(women*) AND women's lib*,2007
151,4,(women*) AND women's lib*,2007
141,1,(women*) AND women's lib*,2008
136,2,(women*) AND women's lib*,2008
136,3,(women*) AND women's lib*,2008
101,4,(women*) AND women's lib*,2008
126,1,(women*) AND women's lib*,2009
123,2,(women*) AND women's lib*,2009
106,3,(women*) AND women's lib*,2009
117,4,(women*) AND women's lib*,2009
121,1,(women*) AND women's lib*,2010
108,2,(women*) AND women's lib*,2010
106,3,(women*) AND women's lib*,2010
121,4,(women*) AND women's lib*,2010
131,1,(women*) AND women's lib*,2011
129,2,(women*) AND women's lib*,2011
102,3,(women*) AND women's lib*,2011
120,4,(women*) AND women's lib*,2011
102,1,(women*) AND women's lib*,2012
115,2,(women*) AND women's lib*,2012
144,3,(women*) AND women's lib*,2012
123,4,(women*) AND women's lib*,2012
118,1,(women*) AND women's lib*,2013
129,2,(women*) AND women's lib*,2013
102,3,(women*) AND women's lib*,2013
129,4,(women*) AND women's lib*,2013
123,1,(women*) AND women's lib*,2014
150,2,(women*) AND women's lib*,2014
142,3,(women*) AND women's lib*,2014
107,4,(women*) AND women's lib*,2014
105,1,(women*) AND women's lib*,2015
105,2,(women*) AND women's lib*,2015
108,3,(women*) AND women's lib*,2015
126,4,(women*) AND women's lib*,2015
101,1,(women*) AND women's lib*,2016
125,2,(women*) AND women's lib*,2016
109,3,(women*) AND women's lib*,2016
108,4,(women*) AND women's lib*,2016
93,1,(women*) AND women's lib*,2017
92,2,(women*) AND women's lib*,2017
104,3,(women*) AND women's lib*,2017
103,4,(women*) AND women's lib*,2017
119,1,(women*) AND women's lib*,2018
122,2,(women*) AND women's lib*,2018
142,3,(women*) AND women's lib*,2018
159,4,(women*) AND women's lib*,2018
131,1,(women*) AND women's lib*,2019
147,2,(women*) AND women's lib*,2019
158,3,(women*) AND women's lib*,2019
153,4,(women*) AND women's lib*,2019
