hits,quarter,term,year
256,2,(women*) AND women's movement,1997
280,3,(women*) AND women's movement,1997
349,4,(women*) AND women's movement,1997
367,1,(women*) AND women's movement,1998
355,2,(women*) AND women's movement,1998
328,3,(women*) AND women's movement,1998
384,4,(women*) AND women's movement,1998
386,1,(women*) AND women's movement,1999
369,2,(women*) AND women's movement,1999
363,3,(women*) AND women's movement,1999
393,4,(women*) AND women's movement,1999
367,1,(women*) AND women's movement,2000
358,2,(women*) AND women's movement,2000
374,3,(women*) AND women's movement,2000
393,4,(women*) AND women's movement,2000
393,1,(women*) AND women's movement,2001
380,2,(women*) AND women's movement,2001
361,3,(women*) AND women's movement,2001
369,4,(women*) AND women's movement,2001
364,1,(women*) AND women's movement,2002
386,2,(women*) AND women's movement,2002
313,3,(women*) AND women's movement,2002
371,4,(women*) AND women's movement,2002
379,1,(women*) AND women's movement,2003
371,2,(women*) AND women's movement,2003
301,3,(women*) AND women's movement,2003
339,4,(women*) AND women's movement,2003
407,1,(women*) AND women's movement,2004
367,2,(women*) AND women's movement,2004
326,3,(women*) AND women's movement,2004
355,4,(women*) AND women's movement,2004
389,1,(women*) AND women's movement,2005
398,2,(women*) AND women's movement,2005
401,3,(women*) AND women's movement,2005
400,4,(women*) AND women's movement,2005
498,1,(women*) AND women's movement,2006
605,2,(women*) AND women's movement,2006
857,3,(women*) AND women's movement,2006
752,4,(women*) AND women's movement,2006
393,1,(women*) AND women's movement,2007
522,2,(women*) AND women's movement,2007
473,3,(women*) AND women's movement,2007
496,4,(women*) AND women's movement,2007
529,1,(women*) AND women's movement,2008
548,2,(women*) AND women's movement,2008
470,3,(women*) AND women's movement,2008
507,4,(women*) AND women's movement,2008
531,1,(women*) AND women's movement,2009
553,2,(women*) AND women's movement,2009
424,3,(women*) AND women's movement,2009
430,4,(women*) AND women's movement,2009
385,1,(women*) AND women's movement,2010
378,2,(women*) AND women's movement,2010
387,3,(women*) AND women's movement,2010
393,4,(women*) AND women's movement,2010
469,1,(women*) AND women's movement,2011
446,2,(women*) AND women's movement,2011
397,3,(women*) AND women's movement,2011
476,4,(women*) AND women's movement,2011
480,1,(women*) AND women's movement,2012
464,2,(women*) AND women's movement,2012
444,3,(women*) AND women's movement,2012
425,4,(women*) AND women's movement,2012
460,1,(women*) AND women's movement,2013
453,2,(women*) AND women's movement,2013
396,3,(women*) AND women's movement,2013
376,4,(women*) AND women's movement,2013
412,1,(women*) AND women's movement,2014
427,2,(women*) AND women's movement,2014
370,3,(women*) AND women's movement,2014
448,4,(women*) AND women's movement,2014
446,1,(women*) AND women's movement,2015
457,2,(women*) AND women's movement,2015
445,3,(women*) AND women's movement,2015
484,4,(women*) AND women's movement,2015
500,1,(women*) AND women's movement,2016
457,2,(women*) AND women's movement,2016
552,3,(women*) AND women's movement,2016
499,4,(women*) AND women's movement,2016
516,1,(women*) AND women's movement,2017
438,2,(women*) AND women's movement,2017
467,3,(women*) AND women's movement,2017
632,4,(women*) AND women's movement,2017
896,1,(women*) AND women's movement,2018
802,2,(women*) AND women's movement,2018
785,3,(women*) AND women's movement,2018
793,4,(women*) AND women's movement,2018
711,1,(women*) AND women's movement,2019
729,2,(women*) AND women's movement,2019
642,3,(women*) AND women's movement,2019
720,4,(women*) AND women's movement,2019
