hits,quarter,term,year
68,2,asparagus,1985
27,3,asparagus,1985
22,4,asparagus,1985
35,1,asparagus,1986
65,2,asparagus,1986
33,3,asparagus,1986
28,4,asparagus,1986
34,1,asparagus,1987
65,2,asparagus,1987
32,3,asparagus,1987
30,4,asparagus,1987
36,1,asparagus,1988
58,2,asparagus,1988
26,3,asparagus,1988
27,4,asparagus,1988
27,1,asparagus,1989
58,2,asparagus,1989
43,3,asparagus,1989
35,4,asparagus,1989
26,1,asparagus,1990
56,2,asparagus,1990
37,3,asparagus,1990
32,4,asparagus,1990
34,1,asparagus,1991
52,2,asparagus,1991
26,3,asparagus,1991
37,4,asparagus,1991
33,1,asparagus,1992
68,2,asparagus,1992
38,3,asparagus,1992
17,4,asparagus,1992
29,1,asparagus,1993
62,2,asparagus,1993
37,3,asparagus,1993
30,4,asparagus,1993
39,1,asparagus,1994
68,2,asparagus,1994
47,3,asparagus,1994
33,4,asparagus,1994
47,1,asparagus,1995
64,2,asparagus,1995
39,3,asparagus,1995
34,4,asparagus,1995
41,1,asparagus,1996
78,2,asparagus,1996
43,3,asparagus,1996
29,4,asparagus,1996
39,1,asparagus,1997
62,2,asparagus,1997
57,3,asparagus,1997
39,4,asparagus,1997
36,1,asparagus,1998
89,2,asparagus,1998
66,3,asparagus,1998
44,4,asparagus,1998
44,1,asparagus,1999
81,2,asparagus,1999
61,3,asparagus,1999
44,4,asparagus,1999
44,1,asparagus,2000
87,2,asparagus,2000
67,3,asparagus,2000
42,4,asparagus,2000
51,1,asparagus,2001
82,2,asparagus,2001
67,3,asparagus,2001
47,4,asparagus,2001
47,1,asparagus,2002
75,2,asparagus,2002
57,3,asparagus,2002
31,4,asparagus,2002
39,1,asparagus,2003
87,2,asparagus,2003
45,3,asparagus,2003
30,4,asparagus,2003
34,1,asparagus,2004
57,2,asparagus,2004
40,3,asparagus,2004
32,4,asparagus,2004
35,1,asparagus,2005
73,2,asparagus,2005
53,3,asparagus,2005
47,4,asparagus,2005
46,1,asparagus,2006
109,2,asparagus,2006
88,3,asparagus,2006
64,4,asparagus,2006
23,1,asparagus,2007
83,2,asparagus,2007
52,3,asparagus,2007
32,4,asparagus,2007
31,1,asparagus,2008
84,2,asparagus,2008
44,3,asparagus,2008
42,4,asparagus,2008
50,1,asparagus,2009
100,2,asparagus,2009
46,3,asparagus,2009
31,4,asparagus,2009
21,1,asparagus,2010
84,2,asparagus,2010
55,3,asparagus,2010
32,4,asparagus,2010
32,1,asparagus,2011
92,2,asparagus,2011
38,3,asparagus,2011
17,4,asparagus,2011
40,1,asparagus,2012
84,2,asparagus,2012
51,3,asparagus,2012
25,4,asparagus,2012
22,1,asparagus,2013
67,2,asparagus,2013
32,3,asparagus,2013
23,4,asparagus,2013
21,1,asparagus,2014
59,2,asparagus,2014
29,3,asparagus,2014
17,4,asparagus,2014
23,1,asparagus,2015
58,2,asparagus,2015
28,3,asparagus,2015
14,4,asparagus,2015
25,1,asparagus,2016
70,2,asparagus,2016
28,3,asparagus,2016
14,4,asparagus,2016
18,1,asparagus,2017
84,2,asparagus,2017
16,3,asparagus,2017
21,4,asparagus,2017
18,1,asparagus,2018
66,2,asparagus,2018
34,3,asparagus,2018
11,4,asparagus,2018
17,1,asparagus,2019
54,2,asparagus,2019
28,3,asparagus,2019
12,4,asparagus,2019
